transaction_id,customer_id,transaction_date,amount,merchant_category,transaction_type,location,is_fraud
89,3111,2022-04-20,68.86,Electronics,Debit,Bangalore,0
90,2756,2022-04-11,286.99,Entertainment,Credit,Mumbai,0
91,1478,2022-11-19,4942.11,Food,Credit,Mumbai,0
92,4449,2023-12-06,4703.07,Healthcare,Debit,Hyderabad,0
93,3886,2023-02-10,1850.59,Travel,Debit,Delhi,0
94,3067,2022-02-18,4696.27,Healthcare,Debit,Chennai,0
95,4743,2022-10-07,3736.73,Electronics,Debit,Chennai,0
96,2354,2023-09-21,2914.21,Entertainment,Transfer,Delhi,0
97,2136,2022-03-08,321.38,Retail,Debit,Hyderabad,0
98,1990,2023-06-08,3889.87,Retail,Credit,Bangalore,0
99,1708,2023-10-02,1120.42,Travel,Credit,Bangalore,0
100,3239,2022-03-30,4593.61,Healthcare,Transfer,Delhi,0
101,2880,2022-03-10,1187.13,Retail,Transfer,Mumbai,0
102,4070,2023-06-23,1445.91,Travel,Debit,Chennai,0
103,4442,2023-05-19,2185.28,Travel,Debit,Mumbai,0
104,3170,2023-08-10,4195.38,Electronics,Debit,Bangalore,0
105,2075,2022-08-03,629.91,Healthcare,Debit,Delhi,0
106,3094,2022-09-10,4900.91,Electronics,Debit,Chennai,0
107,1505,2023-07-07,2983.0,Retail,Debit,Hyderabad,0
108,1031,2023-11-04,2635.02,Healthcare,Transfer,Hyderabad,0
109,3963,2022-04-28,1991.65,Electronics,Transfer,Chennai,0
110,1344,2023-01-18,3433.78,Electronics,Credit,Chennai,0
111,2206,2022-06-15,174.0,Travel,Debit,Chennai,0
112,3494,2023-08-28,2734.09,Retail,Debit,Chennai,0
113,2719,2023-03-20,4985.26,Healthcare,Transfer,Mumbai,0
114,1958,2022-11-18,2589.9,Retail,Transfer,Delhi,0
115,3030,2023-09-16,4129.74,Retail,Credit,Delhi,0
116,2331,2022-02-16,1146.2,Retail,Debit,Bangalore,0
117,4133,2022-09-25,3826.45,Healthcare,Credit,Mumbai,0
118,4203,2022-03-18,3071.03,Entertainment,Credit,Chennai,0
119,3905,2023-05-25,202.8,Retail,Credit,Hyderabad,0
120,1499,2022-04-12,412.84,Healthcare,Transfer,Hyderabad,0
121,3452,2022-04-23,3502.91,Entertainment,Credit,Mumbai,0
122,1077,2023-10-09,4280.67,Healthcare,Credit,Delhi,0
123,3483,2023-01-06,4927.95,Food,Credit,Hyderabad,0
124,2985,2023-11-29,4721.5,Travel,Transfer,Hyderabad,0
125,2548,2023-09-23,2441.76,Electronics,Transfer,Delhi,0
126,1439,2022-01-25,4236.77,Entertainment,Debit,Hyderabad,0
127,2815,2023-06-02,4912.13,Retail,Debit,Bangalore,0
128,4131,2022-02-23,3871.96,Travel,Transfer,Delhi,0
129,1564,2023-08-14,1798.9,Healthcare,Debit,Mumbai,0
130,4486,2022-03-12,4862.16,Entertainment,Credit,Chennai,0
131,3953,2023-05-28,4088.14,Retail,Credit,Chennai,0
132,2573,2022-02-25,3260.34,Healthcare,Transfer,Hyderabad,0
133,4688,2022-06-18,2788.07,Healthcare,Transfer,Mumbai,0
134,2666,2023-01-09,237.8,Entertainment,Credit,Delhi,0
135,1630,2023-01-05,2462.6,Travel,Debit,Delhi,0
136,1453,2023-05-29,1864.99,Food,Transfer,Chennai,0
137,1592,2023-04-29,1812.08,Healthcare,Transfer,Mumbai,0
138,2195,2022-10-06,1081.44,Retail,Transfer,Mumbai,0
139,1712,2022-06-08,4717.72,Retail,Credit,Hyderabad,0
140,2843,2023-09-07,4401.82,Travel,Transfer,Mumbai,0
141,2384,2022-09-29,1087.42,Entertainment,Transfer,Mumbai,0
142,2905,2023-04-25,549.04,Electronics,Transfer,Delhi,0
143,1633,2022-12-15,2938.1,Entertainment,Credit,Chennai,0
144,4143,2022-05-27,4397.78,Retail,Debit,Delhi,0
145,1274,2022-12-15,1248.52,Food,Transfer,Delhi,1
146,2896,2023-02-05,4135.69,Food,Credit,Hyderabad,0
147,1810,2023-04-25,4203.5,Entertainment,Credit,Hyderabad,0
148,3081,2023-06-28,1642.93,Healthcare,Credit,Mumbai,0
149,3254,2022-05-05,3601.46,Food,Debit,Chennai,0
150,3139,2022-02-24,3662.51,Travel,Transfer,Hyderabad,0
151,2492,2023-12-26,1684.78,Electronics,Credit,Bangalore,0
152,1346,2022-07-31,3131.91,Entertainment,Transfer,Hyderabad,0
153,4959,2022-09-27,3675.76,Electronics,Credit,Hyderabad,0
154,2412,2023-01-06,4968.67,Electronics,Credit,Delhi,0
155,1652,2023-08-16,1483.96,Electronics,Transfer,Bangalore,0
156,3464,2022-11-06,3846.91,Retail,Transfer,Mumbai,0
157,3986,2022-04-25,4918.05,Electronics,Transfer,Delhi,0
158,2344,2023-09-18,4670.83,Travel,Transfer,Delhi,0
159,4166,2022-08-02,1384.67,Food,Debit,Chennai,0
160,3396,2022-12-13,918.86,Travel,Transfer,Delhi,0
161,3891,2022-03-06,2951.66,Electronics,Debit,Chennai,0
162,3678,2023-12-22,2079.74,Entertainment,Transfer,Bangalore,0
163,3100,2023-07-10,2951.09,Healthcare,Credit,Delhi,0
164,2079,2023-11-16,2579.53,Entertainment,Credit,Hyderabad,0
165,1677,2022-01-15,463.94,Entertainment,Transfer,Hyderabad,0
166,1303,2023-08-22,1948.54,Healthcare,Credit,Bangalore,0
167,2766,2023-01-09,2119.38,Healthcare,Credit,Delhi,0
168,3885,2023-06-17,779.39,Retail,Debit,Hyderabad,0
169,4907,2023-10-23,2059.31,Healthcare,Debit,Mumbai,0
170,1092,2023-10-10,2535.67,Travel,Transfer,Chennai,0
171,4171,2022-08-15,4833.29,Retail,Debit,Delhi,0
172,3709,2022-11-20,4563.21,Food,Debit,Chennai,0
173,1584,2023-10-15,1560.27,Food,Debit,Hyderabad,0
174,1231,2022-01-20,1899.75,Healthcare,Credit,Chennai,0
175,1845,2022-03-14,4436.62,Electronics,Transfer,Delhi,0
176,4028,2022-07-13,172.55,Healthcare,Credit,Hyderabad,0
177,4640,2022-06-19,4252.64,Electronics,Transfer,Bangalore,0
178,2131,2023-10-30,3966.74,Retail,Transfer,Chennai,0
179,3360,2023-09-15,413.22,Entertainment,Debit,Mumbai,0
180,1898,2023-03-18,970.43,Retail,Debit,Bangalore,0
181,1690,2023-12-14,3765.5,Food,Transfer,Hyderabad,0
182,2006,2022-06-22,3624.41,Food,Transfer,Hyderabad,0
183,4905,2023-07-10,2913.07,Retail,Debit,Mumbai,0
184,4338,2023-07-05,4154.14,Entertainment,Transfer,Bangalore,0
185,1152,2022-04-02,213.69,Entertainment,Debit,Bangalore,0
186,1528,2022-05-06,2494.84,Entertainment,Transfer,Delhi,0
187,4566,2023-04-15,1926.37,Retail,Credit,Mumbai,0
188,2527,2023-10-03,3455.79,Electronics,Credit,Delhi,0
189,2111,2023-08-29,880.77,Healthcare,Transfer,Delhi,0
190,4374,2022-11-01,18.82,Travel,Credit,Mumbai,0
191,2780,2022-08-10,4245.32,Food,Debit,Chennai,0
192,3570,2023-04-12,1783.7,Entertainment,Transfer,Chennai,0
193,4488,2022-12-31,898.63,Electronics,Debit,Hyderabad,0
194,1413,2022-03-26,4655.56,Travel,Credit,Mumbai,0
195,2499,2023-09-01,4308.55,Healthcare,Debit,Chennai,0
196,4729,2023-11-19,1381.36,Entertainment,Transfer,Bangalore,1
197,4129,2023-06-26,2712.68,Retail,Credit,Mumbai,0
198,2932,2023-08-26,3750.79,Healthcare,Debit,Chennai,0
199,1036,2022-05-16,2771.24,Electronics,Debit,Bangalore,1
200,2066,2022-10-01,44.01,Travel,Transfer,Delhi,0
201,3986,2023-03-25,4095.7,Travel,Credit,Bangalore,0
202,1797,2022-03-01,2114.58,Travel,Debit,Delhi,0
203,4374,2023-03-06,4932.55,Travel,Transfer,Chennai,0
204,3314,2022-06-16,3288.19,Electronics,Debit,Bangalore,0
205,1392,2023-09-19,3427.6,Healthcare,Credit,Mumbai,0
206,1968,2023-07-02,1722.99,Electronics,Credit,Hyderabad,0
207,4463,2023-12-31,3366.91,Entertainment,Debit,Bangalore,0
208,4699,2023-12-07,34.62,Entertainment,Credit,Delhi,0
209,4870,2023-04-28,128.37,Travel,Debit,Bangalore,0
210,3072,2022-09-21,208.72,Retail,Transfer,Mumbai,0
211,3527,2022-04-29,2692.65,Entertainment,Credit,Hyderabad,0
212,2462,2023-07-09,1664.06,Healthcare,Transfer,Bangalore,0
213,2905,2023-12-03,2610.82,Electronics,Debit,Delhi,0
214,4996,2022-09-01,657.21,Electronics,Transfer,Bangalore,0
215,3847,2022-09-07,4475.14,Travel,Debit,Delhi,0
216,3742,2022-07-19,2576.82,Travel,Debit,Chennai,0
217,3315,2022-12-22,2003.16,Healthcare,Transfer,Delhi,0
218,2809,2023-02-18,4924.52,Food,Debit,Chennai,0
219,1448,2023-09-04,4274.31,Travel,Credit,Chennai,0
220,4351,2023-01-29,633.24,Healthcare,Transfer,Chennai,0
221,2199,2023-10-25,1365.18,Healthcare,Debit,Hyderabad,0
222,2424,2023-05-27,82.6,Travel,Transfer,Bangalore,0
223,4975,2022-02-25,1861.29,Healthcare,Debit,Bangalore,0
224,2398,2023-07-16,2070.25,Travel,Debit,Chennai,0
225,1937,2023-09-03,3964.99,Healthcare,Credit,Hyderabad,0
226,2565,2022-12-09,3055.22,Entertainment,Debit,Bangalore,0
227,4705,2023-02-18,2106.93,Retail,Debit,Chennai,0
228,1555,2023-05-18,792.89,Retail,Transfer,Hyderabad,1
229,1646,2022-03-13,3147.9,Travel,Credit,Bangalore,0
230,1236,2023-03-30,3283.12,Entertainment,Transfer,Hyderabad,0
231,2572,2022-09-07,300.58,Retail,Credit,Hyderabad,0
232,4250,2022-08-21,26.74,Food,Credit,Mumbai,0
233,2510,2022-07-13,2587.92,Retail,Transfer,Chennai,0
234,2833,2022-01-10,3059.64,Food,Transfer,Delhi,0
235,2676,2022-09-14,829.95,Travel,Credit,Mumbai,0
236,3847,2023-10-24,3254.85,Retail,Credit,Delhi,0
237,1239,2022-09-06,4919.62,Food,Debit,Chennai,0
238,3266,2023-02-26,684.56,Food,Credit,Chennai,0
239,1423,2023-04-27,4022.42,Electronics,Credit,Chennai,0
240,4534,2022-09-30,4108.0,Healthcare,Debit,Chennai,0
241,2824,2022-08-19,3218.05,Retail,Credit,Bangalore,0
242,2943,2022-09-24,539.76,Healthcare,Credit,Mumbai,0
243,4217,2023-03-21,3600.79,Healthcare,Credit,Chennai,0
244,2831,2022-06-14,3616.38,Healthcare,Credit,Mumbai,0
245,4163,2022-07-17,197.53,Retail,Transfer,Hyderabad,0
246,3936,2022-06-19,3870.75,Entertainment,Debit,Chennai,0
247,4277,2023-06-19,3360.47,Retail,Debit,Chennai,0
248,2644,2022-05-05,3255.06,Healthcare,Debit,Delhi,0
249,1900,2023-06-29,4091.31,Electronics,Debit,Delhi,0
250,1862,2022-03-02,1782.24,Entertainment,Credit,Hyderabad,0
251,2907,2022-08-14,1596.2,Travel,Debit,Hyderabad,0
252,2234,2023-10-16,514.4,Food,Credit,Delhi,0
253,2391,2023-04-07,2163.06,Healthcare,Transfer,Hyderabad,0
254,2135,2022-05-11,4704.3,Travel,Credit,Chennai,0
255,4844,2023-03-26,681.74,Retail,Transfer,Mumbai,0
256,1713,2023-12-17,3792.94,Healthcare,Credit,Hyderabad,0
257,1584,2022-04-02,1134.5,Healthcare,Transfer,Mumbai,0
258,2574,2022-04-21,359.49,Travel,Debit,Mumbai,0
259,2116,2023-06-18,4229.36,Food,Debit,Hyderabad,0
260,2310,2023-05-26,173.84,Healthcare,Transfer,Chennai,0
261,2133,2022-09-10,1457.6,Food,Transfer,Chennai,0
262,2411,2023-04-19,3096.08,Entertainment,Transfer,Chennai,0
263,3917,2022-07-23,1401.18,Healthcare,Transfer,Chennai,0
264,2735,2023-04-18,3345.17,Retail,Credit,Hyderabad,0
265,2594,2023-05-21,3792.48,Retail,Credit,Chennai,0
266,3922,2023-01-26,357.14,Entertainment,Transfer,Mumbai,0
267,4057,2023-02-23,3202.21,Healthcare,Credit,Mumbai,0
268,3308,2023-01-07,3939.18,Retail,Transfer,Hyderabad,0
269,1070,2022-07-04,783.5,Entertainment,Credit,Chennai,0
270,4416,2023-10-13,3473.11,Healthcare,Transfer,Hyderabad,0
271,3288,2023-06-08,2268.93,Healthcare,Credit,Hyderabad,0
272,1048,2023-09-10,3359.92,Healthcare,Debit,Bangalore,0
273,2759,2023-09-18,4157.13,Retail,Credit,Bangalore,0
274,2966,2022-01-01,2394.6,Electronics,Credit,Mumbai,0
275,3623,2023-05-05,3930.35,Electronics,Credit,Bangalore,0
276,1449,2023-04-04,3590.67,Healthcare,Credit,Bangalore,0
277,2551,2023-12-12,4899.11,Entertainment,Debit,Hyderabad,0
278,1558,2022-07-16,4611.91,Electronics,Credit,Delhi,0
279,2910,2022-07-07,1209.62,Entertainment,Credit,Bangalore,0
280,2328,2022-07-18,312.5,Entertainment,Transfer,Hyderabad,1
281,3738,2023-02-09,2968.19,Healthcare,Credit,Delhi,0
282,3236,2022-08-28,2303.28,Retail,Debit,Hyderabad,0
283,3843,2023-11-07,1226.01,Retail,Debit,Mumbai,0
284,4413,2023-06-23,3965.78,Electronics,Credit,Delhi,1
285,4166,2022-01-28,553.49,Travel,Debit,Bangalore,0
286,4625,2023-09-05,3759.38,Travel,Credit,Delhi,0
287,2235,2022-11-20,2609.32,Retail,Debit,Delhi,0
288,3487,2023-10-17,3358.04,Retail,Credit,Bangalore,0
289,3057,2022-04-29,4031.27,Food,Debit,Bangalore,0
290,4639,2023-08-05,1386.82,Electronics,Debit,Mumbai,0
291,4590,2023-01-19,2139.64,Healthcare,Debit,Hyderabad,0
292,4194,2023-01-17,1787.86,Electronics,Credit,Mumbai,0
293,1355,2023-09-13,396.98,Healthcare,Transfer,Chennai,0
294,4417,2023-04-24,4032.83,Retail,Credit,Hyderabad,0
295,1409,2023-06-04,4823.21,Food,Credit,Chennai,0
296,4303,2022-01-28,2811.79,Retail,Debit,Bangalore,0
297,1323,2023-08-02,61.77,Entertainment,Debit,Delhi,0
298,2502,2023-07-15,703.23,Retail,Transfer,Mumbai,1
299,4679,2022-07-06,4312.58,Travel,Transfer,Delhi,0
300,4619,2023-10-14,2879.9,Electronics,Credit,Hyderabad,0
301,1010,2023-05-22,1937.67,Food,Credit,Hyderabad,0
302,4617,2022-01-09,4277.25,Travel,Transfer,Hyderabad,0
303,3330,2023-10-13,1742.43,Healthcare,Debit,Delhi,0
304,1817,2023-11-25,3571.27,Healthcare,Transfer,Delhi,0
305,4587,2022-04-09,906.84,Electronics,Transfer,Hyderabad,0
306,1773,2022-04-04,1572.74,Electronics,Credit,Mumbai,0
307,2864,2022-01-07,3077.3,Healthcare,Transfer,Bangalore,0
308,4462,2022-07-25,3040.11,Healthcare,Transfer,Chennai,0
309,3686,2022-11-25,3546.12,Food,Credit,Chennai,0
310,1368,2023-07-31,257.24,Food,Transfer,Chennai,0
311,4255,2022-03-27,1674.15,Retail,Debit,Chennai,0
312,1028,2023-12-28,4572.72,Electronics,Debit,Chennai,0
313,1518,2023-09-26,2758.51,Retail,Transfer,Hyderabad,0
314,1792,2022-03-24,1229.33,Electronics,Debit,Delhi,0
315,1362,2022-12-18,4989.14,Travel,Transfer,Mumbai,0
316,2854,2022-04-02,3006.81,Retail,Transfer,Chennai,0
317,2540,2022-12-03,3844.51,Travel,Transfer,Chennai,0
318,3271,2022-11-05,1010.14,Food,Transfer,Hyderabad,0
319,4250,2023-09-07,3296.32,Entertainment,Transfer,Mumbai,0
320,2397,2023-01-30,2020.35,Entertainment,Debit,Chennai,0
321,2155,2022-07-31,301.6,Retail,Credit,Chennai,0
322,1942,2023-09-27,4778.63,Travel,Transfer,Bangalore,0
323,2161,2023-12-16,2748.72,Retail,Debit,Bangalore,0
324,3490,2023-05-22,4116.14,Electronics,Credit,Hyderabad,0
325,3581,2023-10-07,480.73,Electronics,Transfer,Hyderabad,0
326,2675,2023-10-11,3578.25,Electronics,Transfer,Hyderabad,0
327,2332,2022-11-08,3758.43,Healthcare,Debit,Mumbai,0
328,2157,2022-04-03,1941.29,Healthcare,Transfer,Delhi,0
329,1087,2022-12-16,3253.68,Travel,Debit,Delhi,0
330,4815,2022-11-14,2764.25,Travel,Transfer,Mumbai,0
331,2742,2023-06-27,4512.06,Healthcare,Credit,Mumbai,0
332,2761,2022-10-25,3411.14,Healthcare,Transfer,Chennai,1
333,2857,2022-04-10,4058.9,Travel,Credit,Delhi,0
334,4121,2023-02-10,4542.75,Entertainment,Transfer,Bangalore,0
335,1979,2023-11-20,2360.43,Retail,Credit,Hyderabad,0
336,1025,2022-08-14,2924.45,Healthcare,Credit,Mumbai,0
337,3191,2022-03-02,667.73,Electronics,Debit,Hyderabad,0
338,3935,2023-05-16,1884.03,Electronics,Credit,Delhi,0
339,4666,2023-06-18,776.69,Travel,Transfer,Chennai,0
340,4727,2023-05-13,1372.22,Food,Transfer,Mumbai,0
341,1975,2022-12-17,4498.47,Food,Transfer,Chennai,0
342,4047,2022-03-27,1107.75,Food,Debit,Mumbai,0
343,3204,2023-04-28,304.63,Retail,Credit,Delhi,0
344,1973,2023-01-26,297.82,Food,Transfer,Hyderabad,0
345,3337,2022-03-28,4507.14,Travel,Credit,Mumbai,0
346,1005,2023-01-05,179.66,Entertainment,Credit,Bangalore,0
347,2124,2023-05-19,2210.76,Electronics,Debit,Delhi,0
348,1196,2022-07-26,774.85,Food,Debit,Chennai,0
349,2166,2023-05-10,1780.09,Food,Credit,Mumbai,0
350,2644,2022-12-03,3474.69,Entertainment,Transfer,Chennai,0
351,3880,2023-08-12,2214.81,Retail,Debit,Hyderabad,0
352,1191,2023-09-03,419.28,Electronics,Transfer,Bangalore,0
353,1564,2022-11-18,505.12,Electronics,Debit,Mumbai,0
354,4173,2023-07-27,1527.84,Electronics,Credit,Mumbai,0
355,3803,2022-01-14,1960.93,Healthcare,Transfer,Mumbai,0
356,1377,2022-05-10,1862.61,Healthcare,Transfer,Bangalore,0
357,3216,2023-03-23,2268.13,Entertainment,Credit,Hyderabad,0
358,4613,2023-11-11,3097.86,Electronics,Debit,Hyderabad,0
359,2125,2023-02-18,1020.79,Travel,Debit,Mumbai,0
360,4600,2023-07-09,232.95,Electronics,Debit,Mumbai,0
361,3552,2023-05-05,4804.55,Retail,Debit,Bangalore,0
362,4615,2022-10-03,540.18,Healthcare,Debit,Delhi,0
363,2031,2022-11-12,1625.21,Healthcare,Debit,Mumbai,0
364,4857,2022-04-06,1302.36,Healthcare,Credit,Mumbai,0
365,2986,2022-05-20,1764.96,Retail,Debit,Delhi,0
366,3801,2022-02-14,4154.72,Electronics,Credit,Hyderabad,0
367,1974,2023-05-13,677.1,Food,Debit,Bangalore,0
368,4151,2022-07-10,2106.06,Healthcare,Debit,Bangalore,0
369,2560,2023-02-19,2004.48,Electronics,Debit,Hyderabad,0
370,3148,2022-06-27,76.54,Food,Transfer,Mumbai,0
371,3422,2022-05-18,2839.06,Travel,Credit,Mumbai,0
372,1097,2023-08-06,3770.76,Food,Credit,Mumbai,0
373,3166,2023-10-19,623.48,Food,Debit,Chennai,0
374,2372,2022-01-30,62.79,Entertainment,Credit,Delhi,0
375,4721,2022-02-16,2841.11,Entertainment,Debit,Hyderabad,0
376,1680,2022-06-14,4062.49,Travel,Credit,Chennai,0
377,2251,2022-04-19,3701.45,Electronics,Credit,Chennai,0
378,3583,2023-02-20,4039.4,Entertainment,Debit,Delhi,0
379,1177,2023-02-01,4676.27,Retail,Credit,Bangalore,0
380,2369,2023-11-23,3014.96,Electronics,Debit,Hyderabad,0
381,3938,2022-11-18,607.0,Electronics,Transfer,Mumbai,0
382,4006,2023-09-22,3329.17,Entertainment,Credit,Chennai,0
383,4817,2022-07-05,2931.87,Entertainment,Transfer,Delhi,0
384,2335,2023-03-17,4379.05,Healthcare,Transfer,Chennai,0
385,1715,2022-01-03,2044.52,Electronics,Credit,Bangalore,0
386,3763,2022-12-19,1090.29,Travel,Debit,Delhi,0
387,1088,2023-10-12,530.16,Electronics,Transfer,Bangalore,0
388,2060,2023-06-02,1209.4,Food,Debit,Chennai,0
389,1969,2023-05-10,2084.69,Travel,Credit,Mumbai,0
390,2109,2022-07-10,1004.08,Entertainment,Credit,Delhi,0
391,3598,2022-11-22,476.57,Electronics,Debit,Bangalore,1
392,3117,2022-07-14,1577.22,Electronics,Debit,Delhi,0
393,3142,2023-03-05,1829.05,Food,Debit,Delhi,0
394,4877,2023-11-18,2490.33,Healthcare,Transfer,Delhi,0
395,3121,2023-03-09,304.74,Electronics,Transfer,Delhi,0
396,2830,2022-12-06,2272.23,Retail,Transfer,Delhi,0
397,3627,2023-04-01,3263.58,Retail,Credit,Bangalore,0
398,2637,2023-10-03,1405.01,Food,Transfer,Chennai,0
399,4045,2022-01-06,2943.12,Retail,Debit,Hyderabad,0
400,1405,2023-07-20,121.87,Food,Transfer,Delhi,0
401,4001,2022-07-23,2241.0,Retail,Debit,Chennai,0
402,1955,2022-08-29,788.61,Travel,Credit,Mumbai,0
403,4895,2022-04-05,4273.29,Travel,Credit,Mumbai,0
404,4073,2023-02-17,3683.74,Food,Credit,Chennai,0
405,3444,2022-12-03,589.67,Travel,Debit,Delhi,0
406,3081,2022-08-09,2880.02,Entertainment,Credit,Delhi,0
407,1375,2022-07-03,1159.95,Healthcare,Debit,Hyderabad,0
408,3383,2022-08-23,1519.61,Travel,Transfer,Mumbai,0
409,2608,2023-02-26,2342.89,Retail,Transfer,Hyderabad,0
410,2304,2023-01-07,621.03,Food,Credit,Hyderabad,0
411,1451,2022-10-03,1818.58,Travel,Debit,Delhi,0
412,4918,2022-09-14,2512.27,Travel,Credit,Delhi,0
413,1145,2023-12-10,2267.23,Travel,Transfer,Mumbai,0
414,4478,2023-10-29,3372.04,Retail,Credit,Hyderabad,0
