customer_id,transaction_count,avg_transaction_amount,max_transaction_amount,min_transaction_amount,total_transaction_amount,total_credit_transactions,total_debit_transactions,fraud_transactions,fraud_ratio
1963,1,1175.28,1175.28,1175.28,1175.28,0,1,0,0.0
2855,1,4225.95,4225.95,4225.95,4225.95,1,0,1,1.0
2276,3,2918.443333333333,4658.48,1642.81,8755.33,1,1,0,0.0
4968,1,4793.66,4793.66,4793.66,4793.66,1,0,0,0.0
2631,4,3782.8825,4159.05,3283.93,15131.53,3,0,0,0.0
4813,1,2854.4,2854.4,2854.4,2854.4,0,0,0,0.0
3202,1,1033.27,1033.27,1033.27,1033.27,1,0,0,0.0
4188,1,848.13,848.13,848.13,848.13,1,0,0,0.0
4791,1,3029.29,3029.29,3029.29,3029.29,0,0,0,0.0
4407,1,428.9,428.9,428.9,428.9,0,0,0,0.0
1742,2,1924.065,3112.21,735.92,3848.13,1,1,0,0.0
2420,1,3487.91,3487.91,3487.91,3487.91,1,0,0,0.0
2983,2,3285.88,4550.96,2020.8,6571.76,1,1,0,0.0
1372,1,1411.11,1411.11,1411.11,1411.11,0,1,0,0.0
4095,1,4736.53,4736.53,4736.53,4736.53,0,1,0,0.0
4611,3,3025.4533333333334,4100.5,1812.96,9076.36,0,2,0,0.0
2990,3,2748.7466666666664,3440.81,1879.92,8246.24,0,1,0,0.0
4417,4,2766.445,4924.27,286.4,11065.78,3,0,0,0.0
2054,1,3441.95,3441.95,3441.95,3441.95,0,1,0,0.0
1004,1,3561.83,3561.83,3561.83,3561.83,0,1,0,0.0
2702,1,2392.31,2392.31,2392.31,2392.31,0,1,0,0.0
3854,1,3419.42,3419.42,3419.42,3419.42,1,0,0,0.0
3837,1,321.93,321.93,321.93,321.93,1,0,0,0.0
3071,2,3624.24,4430.23,2818.25,7248.48,1,0,0,0.0
2404,2,3313.625,4194.22,2433.03,6627.25,1,0,1,0.5
1313,2,2420.135,2695.92,2144.35,4840.27,1,1,0,0.0
4452,1,274.15,274.15,274.15,274.15,0,0,1,1.0
2721,3,2176.1433333333334,3002.69,1388.56,6528.43,0,1,0,0.0
3140,2,1733.98,1999.69,1468.27,3467.96,0,1,0,0.0
3093,1,2196.59,2196.59,2196.59,2196.59,0,0,0,0.0
3700,1,175.59,175.59,175.59,175.59,0,1,0,0.0
4841,2,718.355,951.46,485.25,1436.71,0,2,0,0.0
1857,2,2575.685,4895.51,255.86,5151.37,1,1,0,0.0
3997,1,2101.65,2101.65,2101.65,2101.65,0,1,0,0.0
1262,2,3501.34,4070.56,2932.12,7002.68,0,0,0,0.0
1143,1,3660.47,3660.47,3660.47,3660.47,0,1,0,0.0
4634,2,2615.235,3524.86,1705.61,5230.47,1,1,1,0.5
1782,1,3872.67,3872.67,3872.67,3872.67,0,0,1,1.0
4066,2,3230.83,4551.34,1910.32,6461.66,1,1,0,0.0
4669,1,4159.01,4159.01,4159.01,4159.01,0,0,0,0.0
1550,3,1885.4533333333334,3915.96,125.96,5656.36,2,1,0,0.0
3855,1,2961.49,2961.49,2961.49,2961.49,1,0,0,0.0
3199,1,1736.29,1736.29,1736.29,1736.29,1,0,0,0.0
1644,1,2709.61,2709.61,2709.61,2709.61,1,0,0,0.0
2352,1,3719.2,3719.2,3719.2,3719.2,1,0,0,0.0
4884,1,1107.15,1107.15,1107.15,1107.15,0,1,0,0.0
4078,1,3188.08,3188.08,3188.08,3188.08,0,1,0,0.0
4696,2,2214.75,4127.0,302.5,4429.5,1,0,0,0.0
2764,1,4564.42,4564.42,4564.42,4564.42,0,0,0,0.0
1606,3,4046.633333333333,4646.01,2968.52,12139.9,0,1,0,0.0
3476,1,2469.16,2469.16,2469.16,2469.16,0,1,0,0.0
1312,3,1867.9033333333334,4304.55,640.74,5603.71,0,1,0,0.0
2684,1,2830.16,2830.16,2830.16,2830.16,0,0,0,0.0
1484,1,1829.31,1829.31,1829.31,1829.31,0,1,0,0.0
3986,3,4618.543333333333,4918.05,4095.7,13855.63,2,0,0,0.0
3561,1,2430.93,2430.93,2430.93,2430.93,0,0,0,0.0
3824,3,1828.4333333333334,4654.52,66.36,5485.3,0,3,0,0.0
1940,1,4677.12,4677.12,4677.12,4677.12,0,0,0,0.0
1984,1,2390.68,2390.68,2390.68,2390.68,0,1,0,0.0
4271,2,3949.015,4180.63,3717.4,7898.03,1,1,0,0.0
3761,4,3630.0825,3882.3,3017.16,14520.33,4,0,0,0.0
3068,2,2255.115,3417.49,1092.74,4510.23,1,0,0,0.0
2168,1,4048.65,4048.65,4048.65,4048.65,0,1,0,0.0
3582,2,3300.32,4121.07,2479.57,6600.64,0,1,0,0.0
2636,1,193.25,193.25,193.25,193.25,0,1,0,0.0
2773,2,1084.615,1883.65,285.58,2169.23,1,0,0,0.0
1662,1,4005.27,4005.27,4005.27,4005.27,0,0,0,0.0
2825,1,4549.13,4549.13,4549.13,4549.13,0,1,0,0.0
3494,1,2734.09,2734.09,2734.09,2734.09,0,1,0,0.0
3078,1,3072.74,3072.74,3072.74,3072.74,0,0,0,0.0
1118,1,3240.18,3240.18,3240.18,3240.18,0,1,0,0.0
4356,1,1595.87,1595.87,1595.87,1595.87,0,1,0,0.0
1990,2,2692.475,3889.87,1495.08,5384.95,1,1,0,0.0
1025,2,3099.09,3273.73,2924.45,6198.18,2,0,0,0.0
4298,2,1663.51,2802.74,524.28,3327.02,0,2,0,0.0
3732,1,394.36,394.36,394.36,394.36,1,0,0,0.0
4754,1,4397.93,4397.93,4397.93,4397.93,0,1,0,0.0
2891,3,1531.2066666666667,3505.51,408.42,4593.62,0,3,0,0.0
4332,1,4272.57,4272.57,4272.57,4272.57,1,0,0,0.0
3769,4,2153.8025,4606.04,1145.18,8615.21,2,0,0,0.0
4750,1,2466.38,2466.38,2466.38,2466.38,1,0,0,0.0
3282,1,3692.37,3692.37,3692.37,3692.37,0,0,0,0.0
4689,2,3742.655,4175.82,3309.49,7485.31,0,1,0,0.0
1776,1,1473.7,1473.7,1473.7,1473.7,1,0,0,0.0
2890,2,1287.125,2081.78,492.47,2574.25,1,1,0,0.0
4579,1,1595.94,1595.94,1595.94,1595.94,0,0,0,0.0
1975,1,4498.47,4498.47,4498.47,4498.47,0,0,0,0.0
3735,1,4670.32,4670.32,4670.32,4670.32,0,1,0,0.0
1942,3,3986.94,4778.63,3221.68,11960.82,1,0,0,0.0
4474,1,39.45,39.45,39.45,39.45,1,0,0,0.0
1992,1,2131.55,2131.55,2131.55,2131.55,1,0,0,0.0
2275,3,2525.23,2745.29,2367.32,7575.69,1,1,0,0.0
1078,1,70.17,70.17,70.17,70.17,1,0,0,0.0
3253,1,311.22,311.22,311.22,311.22,0,0,0,0.0
2857,5,2951.272,4430.83,182.05,14756.36,2,1,0,0.0
3497,1,4979.16,4979.16,4979.16,4979.16,0,1,0,0.0
1522,1,2570.93,2570.93,2570.93,2570.93,0,0,0,0.0
1967,1,1014.09,1014.09,1014.09,1014.09,1,0,0,0.0
2575,1,2247.62,2247.62,2247.62,2247.62,1,0,0,0.0
1279,2,3234.08,3406.3,3061.86,6468.16,0,0,0,0.0
1403,1,2131.83,2131.83,2131.83,2131.83,0,0,0,0.0
2528,1,428.05,428.05,428.05,428.05,1,0,0,0.0
3442,1,3535.75,3535.75,3535.75,3535.75,1,0,0,0.0
2952,1,3733.75,3733.75,3733.75,3733.75,0,0,0,0.0
2599,1,2794.0,2794.0,2794.0,2794.0,1,0,1,1.0
1006,1,353.76,353.76,353.76,353.76,1,0,0,0.0
2742,1,4512.06,4512.06,4512.06,4512.06,1,0,0,0.0
4738,4,2467.4875,3641.87,1091.82,9869.95,0,2,0,0.0
4773,2,2919.47,2929.46,2909.48,5838.94,0,1,0,0.0
2683,2,2411.05,2472.17,2349.93,4822.1,2,0,0,0.0
4610,1,2531.74,2531.74,2531.74,2531.74,0,0,0,0.0
2791,3,2195.1866666666665,3839.67,1227.45,6585.56,3,0,1,0.3333
3046,1,3494.01,3494.01,3494.01,3494.01,0,0,0,0.0
3635,3,1931.4466666666667,3590.61,1057.69,5794.34,2,0,0,0.0
3462,1,2784.65,2784.65,2784.65,2784.65,1,0,0,0.0
2555,1,381.35,381.35,381.35,381.35,1,0,0,0.0
2920,2,1739.355,3368.02,110.69,3478.71,1,1,0,0.0
3176,1,4935.62,4935.62,4935.62,4935.62,1,0,0,0.0
3362,1,2521.04,2521.04,2521.04,2521.04,1,0,0,0.0
1950,1,2886.66,2886.66,2886.66,2886.66,1,0,0,0.0
4892,1,149.28,149.28,149.28,149.28,0,1,0,0.0
4737,1,3792.4,3792.4,3792.4,3792.4,0,0,0,0.0
4351,2,1292.15,1951.06,633.24,2584.3,0,1,0,0.0
3422,1,2839.06,2839.06,2839.06,2839.06,1,0,0,0.0
1549,2,2146.13,2506.46,1785.8,4292.26,1,1,0,0.0
3047,4,2690.885,4485.52,976.81,10763.54,2,1,0,0.0
3463,1,1361.14,1361.14,1361.14,1361.14,0,1,0,0.0
1474,1,258.37,258.37,258.37,258.37,0,1,0,0.0
1616,4,3836.0325,4745.16,2172.22,15344.13,2,0,1,0.25
4102,1,4386.55,4386.55,4386.55,4386.55,0,1,1,1.0
3981,1,4018.6,4018.6,4018.6,4018.6,1,0,0,0.0
3417,2,4206.395,4937.3,3475.49,8412.79,0,2,0,0.0
1828,2,372.03,704.18,39.88,744.06,0,2,0,0.0
1779,1,3429.21,3429.21,3429.21,3429.21,1,0,0,0.0
4003,1,3612.08,3612.08,3612.08,3612.08,0,1,0,0.0
4645,1,3000.33,3000.33,3000.33,3000.33,1,0,0,0.0
1804,3,3065.286666666667,4751.78,1470.31,9195.86,1,1,1,0.3333
2675,3,2946.63,4507.22,754.42,8839.89,1,0,0,0.0
2579,2,988.345,1566.75,409.94,1976.69,1,0,0,0.0
2073,2,2090.505,2155.03,2025.98,4181.01,1,0,0,0.0
1050,1,3100.06,3100.06,3100.06,3100.06,0,0,0,0.0
4274,1,2052.9,2052.9,2052.9,2052.9,0,1,0,0.0
4031,1,3171.38,3171.38,3171.38,3171.38,0,0,0,0.0
4199,3,1240.7166666666667,1720.98,673.69,3722.15,1,1,0,0.0
4590,1,2139.64,2139.64,2139.64,2139.64,0,1,0,0.0
4140,1,978.11,978.11,978.11,978.11,0,1,0,0.0
3378,1,4629.59,4629.59,4629.59,4629.59,0,1,0,0.0
1788,2,2437.97,4638.73,237.21,4875.94,0,1,0,0.0
1523,1,1249.49,1249.49,1249.49,1249.49,1,0,0,0.0
4808,3,3390.923333333333,4666.27,2391.93,10172.77,1,0,0,0.0
4081,3,2894.2,4807.65,1738.46,8682.6,0,2,0,0.0
4893,2,2721.78,4662.51,781.05,5443.56,1,0,0,0.0
4967,2,3283.745,4247.15,2320.34,6567.49,0,1,0,0.0
4903,1,2330.95,2330.95,2330.95,2330.95,1,0,0,0.0
1823,2,2738.755,2906.51,2571.0,5477.51,0,2,1,0.5
3786,1,2446.06,2446.06,2446.06,2446.06,1,0,0,0.0
3671,1,4613.89,4613.89,4613.89,4613.89,0,0,0,0.0
4147,1,2664.27,2664.27,2664.27,2664.27,1,0,0,0.0
1848,3,2874.11,3765.44,1385.29,8622.33,0,1,0,0.0
3527,2,1839.745,2692.65,986.84,3679.49,1,0,0,0.0
2925,1,565.24,565.24,565.24,565.24,1,0,0,0.0
4133,5,1969.272,3826.45,357.43,9846.36,2,1,0,0.0
3998,1,2103.31,2103.31,2103.31,2103.31,0,0,0,0.0
4150,1,1181.55,1181.55,1181.55,1181.55,1,0,0,0.0
2388,1,601.54,601.54,601.54,601.54,0,1,0,0.0
3702,2,3320.12,3636.0,3004.24,6640.24,2,0,0,0.0
4949,1,1390.97,1390.97,1390.97,1390.97,0,1,0,0.0
3054,1,2194.03,2194.03,2194.03,2194.03,0,0,0,0.0
1583,1,2533.86,2533.86,2533.86,2533.86,0,1,0,0.0
4719,1,4697.01,4697.01,4697.01,4697.01,0,0,0,0.0
2150,1,1798.91,1798.91,1798.91,1798.91,1,0,0,0.0
3991,2,1344.76,2663.65,25.87,2689.52,0,0,0,0.0
3523,4,3315.48,4991.75,764.49,13261.92,2,1,0,0.0
1585,2,2582.985,3593.96,1572.01,5165.97,0,1,0,0.0
2598,1,141.17,141.17,141.17,141.17,0,1,0,0.0
2391,1,2163.06,2163.06,2163.06,2163.06,0,0,0,0.0
3950,2,3214.555,4418.91,2010.2,6429.11,0,0,0,0.0
1398,1,3156.88,3156.88,3156.88,3156.88,0,0,0,0.0
1646,1,3147.9,3147.9,3147.9,3147.9,1,0,0,0.0
1987,1,41.74,41.74,41.74,41.74,1,0,0,0.0
2951,1,477.54,477.54,477.54,477.54,0,1,0,0.0
3289,1,2872.28,2872.28,2872.28,2872.28,0,0,0,0.0
1336,2,2253.37,4120.91,385.83,4506.74,0,0,0,0.0
3992,3,2141.2266666666665,3318.24,1546.06,6423.68,0,1,0,0.0
3035,1,690.48,690.48,690.48,690.48,0,1,0,0.0
2601,1,13.33,13.33,13.33,13.33,1,0,0,0.0
4371,1,1454.09,1454.09,1454.09,1454.09,0,1,0,0.0
4921,3,1387.54,2404.09,717.38,4162.62,0,1,0,0.0
2235,2,3096.925,3584.53,2609.32,6193.85,0,2,0,0.0
2214,1,464.46,464.46,464.46,464.46,1,0,0,0.0
4429,3,1565.7333333333333,2984.5,494.57,4697.2,1,2,0,0.0
4028,1,172.55,172.55,172.55,172.55,1,0,0,0.0
1540,3,2173.7633333333333,3030.78,685.36,6521.29,2,1,0,0.0
4148,1,2672.6,2672.6,2672.6,2672.6,0,1,0,0.0
2540,1,3844.51,3844.51,3844.51,3844.51,0,0,0,0.0
1434,2,1520.58,2617.2,423.96,3041.16,1,1,0,0.0
3107,1,3620.26,3620.26,3620.26,3620.26,0,1,0,0.0
3357,1,4916.7,4916.7,4916.7,4916.7,0,1,0,0.0
1966,2,3788.145,4033.69,3542.6,7576.29,1,0,0,0.0
4533,1,888.52,888.52,888.52,888.52,0,1,0,0.0
2345,1,4378.22,4378.22,4378.22,4378.22,1,0,0,0.0
3660,1,198.13,198.13,198.13,198.13,1,0,0,0.0
3101,2,2790.77,2881.85,2699.69,5581.54,0,2,0,0.0
3646,3,2462.5066666666667,4523.84,637.95,7387.52,0,1,0,0.0
4084,1,2747.17,2747.17,2747.17,2747.17,0,0,0,0.0
2605,1,4600.72,4600.72,4600.72,4600.72,0,0,0,0.0
3808,1,4302.77,4302.77,4302.77,4302.77,1,0,0,0.0
1561,1,4345.47,4345.47,4345.47,4345.47,1,0,0,0.0
4101,2,1648.665,1688.1,1609.23,3297.33,1,1,0,0.0
2149,3,2702.7933333333335,4615.65,889.0,8108.38,2,1,0,0.0
1334,1,505.36,505.36,505.36,505.36,1,0,0,0.0
1221,1,4352.55,4352.55,4352.55,4352.55,0,1,0,0.0
2465,3,2558.5,3670.2,1382.35,7675.5,2,1,0,0.0
3944,1,2787.27,2787.27,2787.27,2787.27,0,1,0,0.0
3589,2,1273.66,1997.87,549.45,2547.32,0,1,0,0.0
4901,1,1977.46,1977.46,1977.46,1977.46,1,0,0,0.0
3308,1,3939.18,3939.18,3939.18,3939.18,0,0,0,0.0
1678,1,1302.81,1302.81,1302.81,1302.81,1,0,0,0.0
3229,1,2936.08,2936.08,2936.08,2936.08,0,1,0,0.0
1747,3,1714.3466666666666,4163.06,162.31,5143.04,3,0,0,0.0
4776,1,2220.02,2220.02,2220.02,2220.02,0,1,0,0.0
1411,1,4276.17,4276.17,4276.17,4276.17,1,0,0,0.0
4510,1,4173.89,4173.89,4173.89,4173.89,1,0,0,0.0
1084,2,2516.885,3515.45,1518.32,5033.77,0,0,1,0.5
2864,1,3077.3,3077.3,3077.3,3077.3,0,0,0,0.0
3374,1,1054.64,1054.64,1054.64,1054.64,1,0,0,0.0
1956,1,2098.33,2098.33,2098.33,2098.33,1,0,0,0.0
2872,1,1688.83,1688.83,1688.83,1688.83,0,1,0,0.0
2130,2,2782.0,2984.76,2579.24,5564.0,1,0,0,0.0
4702,2,2820.675,4152.41,1488.94,5641.35,0,0,0,0.0
3682,1,2664.36,2664.36,2664.36,2664.36,1,0,0,0.0
2900,2,2415.2,3581.12,1249.28,4830.4,1,1,0,0.0
4343,1,2696.2,2696.2,2696.2,2696.2,0,0,0,0.0
4200,1,1055.14,1055.14,1055.14,1055.14,1,0,0,0.0
3032,2,2020.17,3564.02,476.32,4040.34,0,1,0,0.0
3133,1,4000.31,4000.31,4000.31,4000.31,1,0,0,0.0
4086,2,87.025,137.97,36.08,174.05,0,2,0,0.0
3957,4,985.47,2533.28,221.73,3941.88,1,2,1,0.25
4515,2,4321.45,4612.12,4030.78,8642.9,1,1,0,0.0
2060,2,2490.425,3771.45,1209.4,4980.85,1,1,1,0.5
3608,1,4833.13,4833.13,4833.13,4833.13,0,0,0,0.0
4527,1,2251.14,2251.14,2251.14,2251.14,0,1,0,0.0
4829,2,811.23,1459.73,162.73,1622.46,2,0,0,0.0
2594,1,3792.48,3792.48,3792.48,3792.48,1,0,0,0.0
4948,1,4298.11,4298.11,4298.11,4298.11,1,0,0,0.0
4322,1,1115.16,1115.16,1115.16,1115.16,1,0,0,0.0
4096,1,3093.03,3093.03,3093.03,3093.03,0,0,0,0.0
4620,1,1278.68,1278.68,1278.68,1278.68,0,1,0,0.0
1151,1,1574.69,1574.69,1574.69,1574.69,0,1,0,0.0
3809,2,3014.265,3180.24,2848.29,6028.53,1,1,0,0.0
4959,3,3542.85,4948.53,2004.26,10628.55,2,0,0,0.0
3300,1,4014.11,4014.11,4014.11,4014.11,1,0,0,0.0
3689,1,489.03,489.03,489.03,489.03,0,0,0,0.0
3860,2,2043.325,2155.16,1931.49,4086.65,0,1,0,0.0
4587,3,1025.2333333333333,1096.91,906.84,3075.7,0,1,0,0.0
1265,2,2969.6,3148.32,2790.88,5939.2,0,2,0,0.0
2879,1,2359.7,2359.7,2359.7,2359.7,0,1,0,0.0
1986,1,4037.6,4037.6,4037.6,4037.6,0,0,0,0.0
2255,1,1911.38,1911.38,1911.38,1911.38,1,0,0,0.0
1048,1,3359.92,3359.92,3359.92,3359.92,0,1,0,0.0
4705,2,3475.01,4843.09,2106.93,6950.02,1,1,0,0.0
1995,3,3688.96,4497.52,2727.17,11066.88,0,2,0,0.0
3979,2,2039.465,3540.69,538.24,4078.93,1,0,0,0.0
4143,1,4397.78,4397.78,4397.78,4397.78,0,1,0,0.0
1770,3,1734.3333333333333,2634.23,18.6,5203.0,1,2,0,0.0
4049,1,3873.19,3873.19,3873.19,3873.19,1,0,0,0.0
3057,2,3155.69,4031.27,2280.11,6311.38,1,1,0,0.0
3912,1,2836.15,2836.15,2836.15,2836.15,0,0,0,0.0
1215,8,2672.8925,4769.83,496.83,21383.14,0,2,0,0.0
3688,2,814.915,959.08,670.75,1629.83,1,0,0,0.0
4225,3,2211.2166666666667,2498.99,1948.02,6633.65,0,2,0,0.0
4194,3,1631.0433333333333,2853.53,251.74,4893.13,1,0,0,0.0
3499,1,2996.25,2996.25,2996.25,2996.25,1,0,0,0.0
2999,2,656.08,847.03,465.13,1312.16,1,0,0,0.0
2591,1,3324.48,3324.48,3324.48,3324.48,1,0,0,0.0
4911,3,1857.01,4179.22,80.73,5571.03,0,2,0,0.0
3405,2,1668.695,2614.38,723.01,3337.39,1,0,0,0.0
2736,1,1877.92,1877.92,1877.92,1877.92,1,0,0,0.0
2250,1,3856.94,3856.94,3856.94,3856.94,0,1,0,0.0
3210,3,1004.3366666666667,2110.23,116.07,3013.01,2,1,0,0.0
2105,3,1397.0766666666666,2057.13,1021.49,4191.23,1,1,0,0.0
1727,1,2744.56,2744.56,2744.56,2744.56,0,1,0,0.0
2410,1,509.65,509.65,509.65,509.65,0,0,0,0.0
1238,2,2738.535,4969.95,507.12,5477.07,1,0,0,0.0
2866,1,3975.08,3975.08,3975.08,3975.08,0,1,0,0.0
1792,4,1131.045,2569.18,146.38,4524.18,0,1,0,0.0
4054,1,4668.63,4668.63,4668.63,4668.63,1,0,0,0.0
2513,2,2840.9,2978.04,2703.76,5681.8,0,1,0,0.0
1354,1,1974.61,1974.61,1974.61,1974.61,0,1,0,0.0
4082,2,2285.02,4448.76,121.28,4570.04,0,1,0,0.0
2948,1,355.07,355.07,355.07,355.07,0,0,0,0.0
1976,1,2244.64,2244.64,2244.64,2244.64,0,1,0,0.0
1574,4,3106.495,4145.38,722.16,12425.98,3,0,0,0.0
2486,1,226.26,226.26,226.26,226.26,0,1,0,0.0
1283,1,2798.06,2798.06,2798.06,2798.06,1,0,0,0.0
3030,4,3006.21,4129.74,819.47,12024.84,3,1,1,0.25
1503,2,2486.165,4565.82,406.51,4972.33,1,1,0,0.0
2494,2,3469.03,4202.01,2736.05,6938.06,1,0,0,0.0
2892,2,2600.485,4413.5,787.47,5200.97,0,1,0,0.0
2477,1,1041.78,1041.78,1041.78,1041.78,0,0,0,0.0
4743,2,3894.24,4051.75,3736.73,7788.48,0,2,0,0.0
2782,4,2572.5875,4839.15,1096.73,10290.35,2,1,0,0.0
2498,3,2362.48,3650.31,480.49,7087.44,1,1,0,0.0
3495,2,3550.835,4463.72,2637.95,7101.67,0,2,0,0.0
4768,3,2751.8333333333335,4211.17,501.86,8255.5,0,1,1,0.3333
4173,3,3443.6833333333334,4765.52,1527.84,10331.05,1,1,0,0.0
4416,4,3672.02,4111.43,3050.3,14688.08,1,1,0,0.0
1253,1,1826.5,1826.5,1826.5,1826.5,1,0,0,0.0
4151,1,2106.06,2106.06,2106.06,2106.06,0,1,0,0.0
4313,3,2888.0133333333333,4400.54,271.07,8664.04,1,0,1,0.3333
1145,3,1550.1133333333332,2267.23,997.12,4650.34,1,1,0,0.0
1713,1,3792.94,3792.94,3792.94,3792.94,1,0,0,0.0
4785,1,410.84,410.84,410.84,410.84,0,1,0,0.0
2447,3,3065.443333333333,4462.29,1404.09,9196.33,1,1,0,0.0
2577,2,1055.415,1932.95,177.88,2110.83,1,1,0,0.0
3274,1,235.99,235.99,235.99,235.99,0,1,0,0.0
4537,3,1887.5866666666666,2101.0,1607.33,5662.76,1,2,0,0.0
3659,1,4300.34,4300.34,4300.34,4300.34,1,0,0,0.0
4668,4,2868.4525,3859.51,2067.68,11473.81,2,2,0,0.0
3675,3,3667.53,4048.7,2970.73,11002.59,1,2,1,0.3333
4094,1,492.81,492.81,492.81,492.81,0,1,0,0.0
3236,5,2119.51,2915.57,905.99,10597.55,1,2,0,0.0
2535,3,1075.5233333333333,2049.92,548.55,3226.57,2,1,0,0.0
3583,6,2609.7516666666666,4039.4,1508.96,15658.51,1,2,0,0.0
2737,3,1375.57,2478.22,189.55,4126.71,0,1,0,0.0
4897,3,2362.2633333333333,2492.75,2252.21,7086.79,1,1,0,0.0
2654,1,4404.91,4404.91,4404.91,4404.91,1,0,0,0.0
4652,3,2088.0833333333335,4921.98,35.86,6264.25,1,2,0,0.0
2114,2,4018.315,4134.43,3902.2,8036.63,1,0,0,0.0
2961,3,1044.2266666666667,1989.27,182.02,3132.68,1,0,0,0.0
1226,2,1967.045,3722.84,211.25,3934.09,0,2,0,0.0
3505,2,1322.135,2573.02,71.25,2644.27,1,1,0,0.0
2297,1,3376.1,3376.1,3376.1,3376.1,1,0,0,0.0
3339,1,2028.09,2028.09,2028.09,2028.09,1,0,0,0.0
4581,2,2753.68,3443.16,2064.2,5507.36,1,1,0,0.0
4995,4,2410.76,3642.42,1048.08,9643.04,3,1,0,0.0
1615,1,2194.85,2194.85,2194.85,2194.85,0,0,0,0.0
4975,2,2496.095,3130.9,1861.29,4992.19,0,2,0,0.0
1248,2,1769.47,2853.78,685.16,3538.94,1,0,0,0.0
4815,1,2764.25,2764.25,2764.25,2764.25,0,0,0,0.0
4725,1,3730.21,3730.21,3730.21,3730.21,0,1,0,0.0
3780,2,1032.12,1759.65,304.59,2064.24,0,2,0,0.0
4291,1,1423.4,1423.4,1423.4,1423.4,1,0,0,0.0
1564,2,1152.01,1798.9,505.12,2304.02,0,2,0,0.0
4570,2,2918.45,4631.61,1205.29,5836.9,1,1,0,0.0
2160,1,2871.04,2871.04,2871.04,2871.04,1,0,0,0.0
2126,1,2078.15,2078.15,2078.15,2078.15,1,0,0,0.0
3290,2,2786.65,3441.16,2132.14,5573.3,1,0,0,0.0
3664,1,2456.13,2456.13,2456.13,2456.13,1,0,0,0.0
4032,1,2841.47,2841.47,2841.47,2841.47,0,1,0,0.0
3987,2,3173.93,4633.53,1714.33,6347.86,2,0,0,0.0
2243,1,3805.94,3805.94,3805.94,3805.94,0,0,0,0.0
1036,3,1802.0833333333333,2771.24,670.51,5406.25,1,2,1,0.3333
3905,3,2116.2366666666667,4517.07,202.8,6348.71,1,1,0,0.0
2292,1,2483.63,2483.63,2483.63,2483.63,1,0,0,0.0
3130,2,3720.415,4897.95,2542.88,7440.83,0,2,0,0.0
2089,2,1542.775,2278.17,807.38,3085.55,0,0,0,0.0
1928,1,4455.17,4455.17,4455.17,4455.17,0,0,0,0.0
3686,1,3546.12,3546.12,3546.12,3546.12,1,0,0,0.0
4295,2,2834.345,4524.15,1144.54,5668.69,0,0,0,0.0
